Original first level,Original second level,Original third level,NLP Type,NLP first level,NLP second level,NLP third level,NLP fourth level,mapped_nlp
choques / eventos / condiciones en curso,factores de mitigación,,1D,Shock/event,Mitigating factors,,,"['subpillars_1d->Shock/event->Mitigating factors', 'first_level_tags->pillars_1d->Shock/event']"
climate variability & change,drr/cca,,1D,Shock/event,Mitigating factors,,,"['subpillars_1d->Shock/event->Mitigating factors', 'first_level_tags->pillars_1d->Shock/event']"
context,drr/preparedness and response best practices/challenges,,1D,Shock/event,Mitigating factors,,,"['subpillars_1d->Shock/event->Mitigating factors', 'first_level_tags->pillars_1d->Shock/event']"
event/shock,mitigating factors,,1D,Shock/event,Mitigating factors,,,"['subpillars_1d->Shock/event->Mitigating factors', 'first_level_tags->pillars_1d->Shock/event']"
flag,drr/drm,,1D,Shock/event,Mitigating factors,,,"['subpillars_1d->Shock/event->Mitigating factors', 'first_level_tags->pillars_1d->Shock/event']"
shock,mtitigating factors,,1D,Shock/event,Mitigating factors,,,"['subpillars_1d->Shock/event->Mitigating factors', 'first_level_tags->pillars_1d->Shock/event']"
shock /event/ongoing conditions,mtitigating factors,,1D,Shock/event,Mitigating factors,,,"['subpillars_1d->Shock/event->Mitigating factors', 'first_level_tags->pillars_1d->Shock/event']"
shock informaton,mitigating factors,,1D,Shock/event,Mitigating factors,,,"['subpillars_1d->Shock/event->Mitigating factors', 'first_level_tags->pillars_1d->Shock/event']"
type of crisis,economic deterioration,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
choques / eventos / condiciones en curso,protestas,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
2017 hurricane season,most affected geographic areas,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
biological emergency,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
civil unrest,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
cold wave,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
complex emergency,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
conflict,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
conflict/violence,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
context,hazard development,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
context,hazard developments,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
cross cutting,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
cyclones,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
desastres de origen natural,huracán,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
desastres de origen natural,incendios forestales,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
desastres de origen natural,inundaciones,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
desastres de origen natural,otros,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
desastres de origen natural,sequía,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
desastres de origen natural,terremotos,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
desastres de origen natural,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
disease,cholera,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
disease,covid-19,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
disease,ebola,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
disease,measles,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
disease,polio,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
diseases,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
drought,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
earthquake,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
el niño/la niña,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
epidemic,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
event/schock,type and characteristics,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
event/shock,type and characteristics,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
event/shock,type/characteristics,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
extreme colds,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
fire,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
fires,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
floods,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
hailstorm,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
heat wave,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
heatwave,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
humanitarian pillars,natural disasters,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
insect infestation,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
la soufriere,most affected geographic areas,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
landslide,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
landslides,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
locust,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
natural disaster,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
nuclear emergency,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
other shocks /events/ongoing conditions,type and characteristics,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
pluvial/flash floods,,,1D,Shock/event,Type and characteristics,,,"['subpillars_1d->Shock/event->Type and characteristics', 'first_level_tags->pillars_1d->Shock/event']"
